event_time,u20,u30,u60,neutral_active_strength_30m,split,hmm_state,plie_phase,plie_direction,available_time,mar_curve_label,mar_response_conflict_score
2021-09-15T01:50:00Z,0.4272,0.4832,0.7518142235123367,,train,1.0,normal,1.0,2021-09-15T02:50:00Z,mixed_or_noise,0.3246142235123367
2021-09-15T02:50:00Z,0.1792,0.2416,0.4107402031930334,,train,1.0,normal,1.0,2021-09-15T03:50:00Z,mixed_or_noise,0.2315402031930334
2021-09-15T03:50:00Z,0.176,0.2736,0.20609579100145137,,train,1.0,normal,1.0,2021-09-15T04:50:00Z,fast_absorption_or_takeover,0.09760000000000002
2021-09-15T04:50:00Z,0.3472,0.5376,0.4397677793904209,,train,1.0,normal,1.0,2021-09-15T05:50:00Z,mixed_or_noise,0.19039999999999996
2021-09-15T05:50:00Z,0.1136,0.1712,0.3686502177068215,,train,1.0,normal,1.0,2021-09-15T06:50:00Z,mixed_or_noise,0.25505021770682146
2021-09-15T06:50:00Z,0.8976,0.8304,0.8403483309143687,,train,1.0,normal,1.0,2021-09-15T07:50:00Z,persistent_cascade_transmission,0.06719999999999993
2021-09-15T07:50:00Z,0.9072,0.7568,0.42380261248185774,,train,1.0,normal,1.0,2021-09-15T08:50:00Z,mixed_or_noise,0.48339738751814226
2021-09-15T08:50:00Z,,0.4944,,,train,1.0,normal,1.0,2021-09-15T09:50:00Z,mixed_or_noise,0.0
2021-09-15T19:50:00Z,,,0.235480464625132,28.97496853586911,train,1.0,accelerating,1.0,2021-09-15T20:50:00Z,mixed_or_noise,0.0
2021-09-15T20:50:00Z,,0.9090909090909091,0.9060190073917634,,train,1.0,accelerating,1.0,2021-09-15T21:50:00Z,mixed_or_noise,0.0030719016991456183
2021-09-15T21:50:00Z,,0.27508854781582054,0.6114044350580782,,train,1.0,accelerating,1.0,2021-09-15T22:50:00Z,mixed_or_noise,0.33631588724225764
2021-09-15T22:50:00Z,,0.37305699481865284,0.2786377708978328,,train,1.0,mature,1.0,2021-09-15T23:50:00Z,mixed_or_noise,0.09441922392082003
2021-09-15T23:50:00Z,,0.27979274611398963,0.13312693498452013,,train,1.0,mature,1.0,2021-09-16T00:50:00Z,mixed_or_noise,0.1466658111294695
2021-09-16T00:50:00Z,,0.7875647668393783,0.7337461300309598,,train,1.0,mature,1.0,2021-09-16T01:50:00Z,mixed_or_noise,0.053818636808418474
2021-09-16T01:50:00Z,,0.538860103626943,0.38080495356037153,,train,1.0,mature,1.0,2021-09-16T02:50:00Z,mixed_or_noise,0.1580551500665715
2021-09-16T02:50:00Z,,0.010362694300518135,0.06191950464396285,,train,1.0,mature,1.0,2021-09-16T03:50:00Z,mixed_or_noise,0.05155681034344471
2021-09-16T03:50:00Z,,,0.9891640866873065,98.82533911341072,train,1.0,mature,1.0,2021-09-16T04:50:00Z,neutral_active_dominance,0.0
2021-09-16T04:50:00Z,,,0.35294117647058826,5.327926164172843,train,1.0,mature,1.0,2021-09-16T05:50:00Z,mixed_or_noise,0.0
2021-09-16T05:50:00Z,,,0.7497360084477297,41.155083205146134,train,1.0,accelerating,1.0,2021-09-16T06:50:00Z,mixed_or_noise,0.0
2021-09-16T12:50:00Z,,0.22904368358913813,0.026399155227032733,,train,1.0,accelerating,1.0,2021-09-16T13:50:00Z,mixed_or_noise,0.2026445283621054
2021-09-16T13:50:00Z,,0.4427390791027155,0.6451953537486801,,train,1.0,accelerating,1.0,2021-09-16T14:50:00Z,mixed_or_noise,0.2024562746459646
2021-09-16T14:50:00Z,0.7578579743888242,0.859504132231405,0.9503695881731784,,train,1.0,accelerating,1.0,2021-09-16T15:50:00Z,fast_to_sustained_transmission,0.19251161378435422
2021-09-16T15:50:00Z,0.6938300349243306,0.6576151121605667,0.44350580781414994,,train,1.0,accelerating,1.0,2021-09-16T16:50:00Z,mixed_or_noise,0.25032422711018065
2021-09-16T16:50:00Z,0.5541327124563445,0.42621015348288077,0.11404435058078141,,train,1.0,accelerating,1.0,2021-09-16T17:50:00Z,mixed_or_noise,0.4400883618755631
